InstitutionName	City	State	HighestDegree	Type	Region	ReligAffil	Urbanization	Urban	Tuition	SatAvg	MeanEarnings10Years	NumUndergrads	PctMale	PctFemale	MedHHInc	PctLowIncome	PctFedLoan	AttendanceCost	AvgFacSal	CompletionRate	NumGradStudents	ExpenditurePerStudent	AdmitRate	MedianDebt	TuitionCat	SatAvgCat	MeanEarnings10YearsCat	NumUndergradsCat	PctMaleCat	PctFemaleCat	MedHHIncCat	PctLowIncomeCat	PctFedLoanCat	AttendanceCostCat	AvgFacSalCat	CompletionRateCat	NumGradStudentsCat	ExpenditurePerStudentCat	AdmitRateCat	MedianDebtCat
Farmingdale State College	Farmingdale	NY	Bachelors	Public	Northeast	No	Suburb.LgCity	Suburb	5144	1091	55800	9394	57.12	42.88	86057.23	38.170441	29.83	16091	8333	0.4966	54	8721	0.4607	15700	1.Low	2.Medium	3.High	3.High	3.High	1.Low	3.High	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	1.Low
Faulkner University	Montgomery	AL	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	11044	1069	40700	2079	40.45	59.55	52330.99	57.41789354	74.68	33944	5743	0.2794	750	5379	0.5227	24000	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium
Fayetteville State University	Fayetteville	NC	Graduate	Public	Southeast	No	MidCity	City	3313	987	34600	4915	31.35	68.65	49808.38	59.3331154	72.05	16030	8484	0.3533	845	8437	0.6787	24330	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium
Felician University	Lodi	NJ	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	18111	999	52800	1617	29.5	70.5	74826.3	45.09803922	73.05	47282	6623	0.4561	380	7249	0.8055	25000	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium
Ferris State University	Big Rapids	MI	Graduate	Public	Midwest	No	Town.Distant	Town	10838	1070	49600	11008	48.51	51.49	61040.62	38.51492019	67.45	22715	9084	0.4895	1354	9124	0.809	21591	2.Medium	1.Low	2.Medium	3.High	3.High	1.Low	2.Medium	3.High	2.Medium	1.Low	3.High	1.Low	3.High	2.Medium	3.High	1.Low
Ferrum College	Ferrum	VA	Bachelors	Private.NonProfit	Southeast	Yes	Rural.Distant	Rural	13979	973	41100	1121	56.11	43.89	59937.19	40.67245119	85.79	46382	5956	0.2727	0	7549	0.754	27000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	3.High	3.High	3.High	1.Low	1.Low	1.Low	1.Low	2.Medium	3.High
Finlandia University	Hancock	MI	Bachelors	Private.NonProfit	Midwest	Yes	Town.Remote	Town	15444	1002	38700	405	51.11	48.89	47498.69	38.54166667	82.65	33565	5204	0.3056	0	11317	0.3203	22327	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium
Fisk University	Nashville	TN	Graduate	Private.NonProfit	Southeast	No	LargeCity	City	8505	1029	36300	743	30.15	69.85	55965.03	47.61904762	93.01	37070	5546	0.4425	37	10238	0.7149	27000	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High
Fitchburg State University	Fitchburg	MA	Graduate	Public	Northeast	No	Suburb.MedCity	Suburb	7303	1078	47400	4070	46.98	53.02	71253.32	28.65792129	75.9	22403	9127	0.6098	3036	9102	0.8689	24000	1.Low	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium
Flagler College-St Augustine	Saint Augustine	FL	Graduate	Private.NonProfit	Southeast	No	Suburb.SmallCity	Suburb	15112	1134	42200	2589	33.49	66.51	63843.09	30.07352941	68.3	33047	7534	0.5566	8	7963	0.5665	23001	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium
Florida Agricultural and Mechanical University	Tallahassee	FL	Graduate	Public	Southeast	No	MidCity	City	4600	1097	44700	7711	35.05	64.95	52786.24	50.36591741	74.02	22716	8011	0.5087	1884	8208	0.3886	25728	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	1.Low	3.High	3.High	1.Low	2.Medium	2.Medium	3.High	2.Medium	1.Low	3.High
Florida Atlantic University	Boca Raton	FL	Graduate	Public	Southeast	No	SmallCity	City	6183	1159	48300	23265	43.83	56.17	63066.25	51.2169614	37.44	19559	9178	0.5226	5396	6509	0.5932	17750	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low
Florida College	Temple Terrace	FL	Bachelors	Private.NonProfit	Southeast	No	Suburb.LgCity	Suburb	18379	1101	42700	506	47.43	52.57	63903.31	20.97902098	63.98	29729	6924	0.5765	0	11854	0.7372	12000	3.High	2.Medium	1.Low	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	1.Low
Florida Gulf Coast University	Fort Myers	FL	Graduate	Public	Southeast	No	Suburb.LgCity	Suburb	5059	1143	45800	13639	44.4	55.6	62394.85	36.25207987	39.33	19237	8142	0.4766	1154	6290	0.6492	19500	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low
Florida Institute of Technology	Melbourne	FL	Graduate	Private.NonProfit	Southeast	No	SmallCity	City	22571	1264	61200	3411	71.45	28.55	68086.59	48.71541502	43.45	58508	9694	0.5976	2611	12227	0.6504	27000	3.High	3.High	3.High	2.Medium	3.High	1.Low	2.Medium	3.High	1.Low	3.High	3.High	2.Medium	3.High	3.High	2.Medium	3.High
Florida International University	Miami	FL	Graduate	Public	Southeast	No	Suburb.LgCity	Suburb	5881	1185	52000	41777	43.78	56.22	58110.89	58.91659501	21.38	19434	10514	0.5781	9124	7008	0.5856	18000	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	3.High	1.Low	1.Low	1.Low
Florida Southern College	Lakeland	FL	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	16887	1230	44400	2666	35.11	64.89	60789.21	26.32027257	84.84	49296	8394	0.6418	431	8903	0.5023	25000	3.High	3.High	1.Low	2.Medium	1.Low	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium
Florida State University	Tallahassee	FL	Graduate	Public	Southeast	No	MidCity	City	5766	1289	53900	32072	43.5	56.5	60914.47	35.33132842	31.52	21623	11108	0.8288	8533	11338	0.3678	19973	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	3.High	3.High	1.Low	1.Low
Fontbonne University	Saint Louis	MO	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	15275	1079	46300	881	39.16	60.84	60924.15	31.71471927	69.06	38830	6930	0.6324	399	9575	0.8144	24999	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Fordham University	Bronx	NY	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	28317	1354	67000	9392	43.05	56.95	77653.15	22.6446281	50.51	67393	13782	0.8332	6870	14575	0.4602	25815	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	3.High
Fort Lewis College	Durango	CO	Graduate	Public	West	No	Town.Distant	Town	5025	1094	39400	3118	48.59	51.41	61685.3	39.27696078	47.33	25229	7291	0.4373	47	9526	0.9092	18828	1.Low	2.Medium	1.Low	2.Medium	3.High	1.Low	2.Medium	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium	3.High	1.Low
Fort Valley State University	Fort Valley	GA	Graduate	Public	Southeast	No	Town.Fringe	Town	3208	962	34700	2337	39.75	60.25	53364.82	61.59669649	89	20811	5944	0.2819	417	5158	0.6127	37500	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	3.High	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	3.High
Framingham State University	Framingham	MA	Graduate	Public	Northeast	No	SmallCity	City	6790	1046	49000	3804	41.82	58.18	80769.61	30.66255778	73.61	24923	8888	0.5623	1628	6600	0.7329	25000	1.Low	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High	1.Low	2.Medium	2.Medium
Francis Marion University	Florence	SC	Graduate	Public	Southeast	No	Suburb.SmallCity	Suburb	6763	987	36900	3097	31.61	68.39	49042.79	47.43661972	90.55	20451	7437	0.3936	458	11115	0.6419	29250	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High
Franciscan Missionaries of Our Lady University	Baton Rouge	LA	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	16261	1120	49400	1049	15.35	84.65	54007.12	41.20956399	43.04	24610	7183	0.3505	248	8901	0.592	23500	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	3.High	1.Low	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium
Franciscan University of Steubenville	Steubenville	OH	Graduate	Private.NonProfit	Midwest	Yes	SmallCity	City	15451	1195	42700	2117	40.01	59.99	66586.04	12.56157635	84.42	37257	7938	0.7691	787	8049	0.771	23405	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High	2.Medium	1.Low	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium
Franklin College	Franklin	IN	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	13246	1083	46300	925	48.76	51.24	61682.88	17.34104046	75	43230	6600	0.6084	22	9123	0.7544	27000	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	1.Low	3.High	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High
Franklin Pierce University	Rindge	NH	Graduate	Private.NonProfit	Northeast	No	Rural.Fringe	Rural	16040	1052	45000	1627	45.18	54.82	72941.72	19.15467626	84.85	51577	5894	0.4991	544	7656	0.6611	27000	3.High	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	1.Low	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High
Freed-Hardeman University	Henderson	TN	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	8938	1201	41100	1311	43.86	56.14	53404.21	25.76271186	54.63	34656	6760	0.5981	491	6915	0.9316	25080	1.Low	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium
Fresno Pacific University	Fresno	CA	Graduate	Private.NonProfit	West	Yes	LargeCity	City	16592	1053	45600	2888	27.18	72.82	53503.12	46.62084765	62.69	40950	7166	0.6638	1386	6148	0.8511	22300	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High	1.Low	3.High	2.Medium
Friends University	Wichita	KS	Graduate	Private.NonProfit	Midwest	No	LargeCity	City	13100	1078	46900	1071	46.13	53.87	60343.56	28.23712949	71.84	37845	6792	0.3886	570	5908	0.4735	25000	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium
Frostburg State University	Frostburg	MD	Graduate	Public	Northeast	No	Suburb.SmallCity	Suburb	5984	1025	47200	4359	48.29	51.71	70221.41	32.15721304	65.25	21642	7059	0.5178	656	8777	0.7831	22331	1.Low	1.Low	2.Medium	2.Medium	3.High	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Furman University	Greenville	SC	Graduate	Private.NonProfit	Southeast	No	Suburb.LgCity	Suburb	22524	1353	59700	2731	40.53	59.47	71867.28	17.3290938	36.71	63551	9643	0.8038	179	21446	0.6105	23903	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	2.Medium	2.Medium
Gallaudet University	Washington	DC	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	13462	955	34300	1112	45.68	54.32	65746.56	55.70866142	52.63	37188	10333	0.4717	419	38883	0.5706	16949	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	3.High	1.Low	2.Medium	3.High	1.Low	1.Low
Gannon University	Erie	PA	Graduate	Private.NonProfit	Northeast	Yes	SmallCity	City	17123	1129	55100	2733	41.2	58.8	54310.26	23.08362369	71.74	43322	7872	0.6726	1000	9201	0.8085	27000	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High
Gardner-Webb University	Boiling Springs	NC	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	11922	1080	41600	2010	35.37	64.63	54757.84	40.37267081	58.53	43652	6934	0.5294	1562	7992	0.4814	24023	2.Medium	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	2.Medium	3.High	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium
Geneva College	Beaver Falls	PA	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	12990	1133	43300	1263	52.73	47.27	55668.91	22.61580381	79.07	37018	6827	0.6372	167	7393	0.6332	25000	2.Medium	2.Medium	1.Low	1.Low	3.High	1.Low	1.Low	1.Low	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium
George Fox University	Newberg	OR	Graduate	Private.NonProfit	West	Yes	Town.Fringe	Town	18343	1148	51000	2669	41.63	58.37	65616.22	19.90558615	69.88	48211	7688	0.6683	1270	10669	0.8231	24250	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium
George Mason University	Fairfax	VA	Graduate	Public	Southeast	No	Suburb.LgCity	Suburb	12367	1227	63900	25508	50.28	49.72	95275.15	35.4870051	51.28	25871	10953	0.6999	11124	12510	0.8106	20000	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	2.Medium	1.Low	2.Medium	3.High	3.High	3.High	3.High	3.High	1.Low
George Washington University	Washington	DC	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	31783	1380	82400	12161	39.13	60.87	85677.46	24.54545455	43	69204	14659	0.8207	15626	23078	0.4187	22000	3.High	3.High	3.High	3.High	1.Low	3.High	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium
Georgetown College	Georgetown	KY	Graduate	Private.NonProfit	Southeast	Yes	Town.Fringe	Town	10362	1146	50500	961	44.75	55.25	56937.11	29.48490231	77.05	49761	6249	0.5847	647	6353	0.4795	27000	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High
Georgetown University	Washington	DC	Graduate	Private.NonProfit	Northeast	Yes	LargeCity	City	37738	1456	125200	7089	43.72	56.28	82187.36	21.5339233	27.69	71580	15382	0.9413	11745	31142	0.1452	15397	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Georgia College & State University	Milledgeville	GA	Graduate	Public	Southeast	No	Town.Distant	Town	8641	1207	45200	5834	37.06	62.94	68382.02	20.72564612	43.16	28027	6990	0.6359	1031	6889	0.7778	23250	1.Low	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium
Georgia Institute of Technology-Main Campus	Atlanta	GA	Graduate	Public	Southeast	No	LargeCity	City	13259	1465	85900	15201	61.5	38.5	77933.64	24.54735376	25.18	28501	12727	0.8734	16674	12359	0.2153	23750	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	3.High	3.High	3.High	1.Low	2.Medium
Georgia Southern University	Statesboro	GA	Graduate	Public	Southeast	No	Town.Distant	Town	6003	1139	46100	22239	45.56	54.44	62772.56	32.85752761	55.84	21884	6684	0.5049	3278	6885	0.6767	23250	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium	3.High	1.Low	2.Medium	2.Medium
Georgia Southwestern State University	Americus	GA	Graduate	Public	Southeast	No	Town.Distant	Town	4919	1037	40100	2231	35.68	64.32	49591.36	41.88034188	57.98	19512	6075	0.2888	440	6603	0.6929	20500	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	1.Low
Georgia State University	Atlanta	GA	Graduate	Public	Southeast	No	LargeCity	City	7597	1160	48200	26489	41.24	58.76	72190.32	51.69778857	51.4	23951	8780	0.5426	7085	8003	0.7137	21250	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	1.Low
Georgian Court University	Lakewood	NJ	Graduate	Private.NonProfit	Northeast	Yes	SmallCity	City	17443	1036	43600	1574	26.68	73.32	78770.86	37.21910112	83.8	47957	8466	0.5438	675	7100	0.725	23250	3.High	1.Low	1.Low	1.Low	1.Low	3.High	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium
Gonzaga University	Spokane	WA	Graduate	Private.NonProfit	West	Yes	MidCity	City	21683	1282	63800	5237	47.53	52.47	67848.44	14.79209271	50.76	57052	9633	0.8583	2259	11066	0.6562	24700	3.High	3.High	3.High	3.High	3.High	1.Low	2.Medium	1.Low	1.Low	3.High	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium
Good Samaritan College of Nursing and Health Science	Cincinnati	OH	Bachelors	Private.NonProfit	Midwest	Yes	LargeCity	City	15637	1105	50700	532	10.34	89.66	64113.85	34.2519685	57.14	20982	7908	1	0	15096	0.4444	20870	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	1.Low
Gordon College	Wenham	MA	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	17349	1184	47700	1593	36.79	63.21	80002.32	18.70047544	72.53	49450	7046	0.7013	337	10463	0.7547	26901	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	3.High	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High
Gordon State College	Barnesville	GA	Bachelors	Public	Southeast	No	Town.Distant	Town	2017	951	34700	3145	32.34	67.66	63654.05	49.73195876	66.75	15207	5453	0.1125	0	5018	0.7057	17919	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium	1.Low
Goshen College	Goshen	IN	Graduate	Private.NonProfit	Midwest	Yes	SmallCity	City	14728	1124	42400	825	37.58	62.42	61693.43	24.27884615	68.84	44481	5783	0.6845	82	9844	0.6603	19500	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	1.Low	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	2.Medium	1.Low
Grace College and Theological Seminary	Winona Lake	IN	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	8479	1148	37500	1353	40.13	59.87	63627.14	21.07674685	71.63	33677	7055	0.5673	404	6937	0.8179	19500	1.Low	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	3.High	1.Low
Graceland University-Lamoni	Lamoni	IA	Graduate	Private.NonProfit	Midwest	Yes	Rural.Remote	Rural	13000	1056	40200	1125	42.22	57.78	56137.53	33.25272068	87.4	41130	6099	0.5067	812	7230	0.5806	21495	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low
Grambling State University	Grambling	LA	Graduate	Public	Southeast	No	Town.Distant	Town	5018	944	32800	4110	39.64	60.36	44602.47	67.03577513	93.71	25927	5906	0.3298	1095	3988	0.9475	38500	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	3.High	3.High
Grand Valley State University	Allendale	MI	Graduate	Public	Midwest	No	Suburb.LgCity	Suburb	11868	1158	47200	21589	40.58	59.42	67198.25	25.22575349	61.2	23418	8902	0.6614	2997	8783	0.8275	24750	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	3.High	3.High	2.Medium	3.High	2.Medium
Grand View University	Des Moines	IA	Graduate	Private.NonProfit	Midwest	Yes	MidCity	City	13220	1060	45200	1731	45.06	54.94	62140.86	32.02979516	72.42	37623	6442	0.5034	125	6839	0.9198	23492	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium
Greensboro College	Greensboro	NC	Graduate	Private.NonProfit	Southeast	Yes	LargeCity	City	11511	1021	41000	755	53.51	46.49	63893.94	38.98858075	81.61	41128	6177	0.3991	126	6548	0.4446	25000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Greenville University	Greenville	IL	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	11636	1057	39900	938	52.88	47.12	58941.13	31.39931741	75	39165	5618	0.5878	168	8081	0.4839	23250	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium
Grinnell College	Grinnell	IA	Bachelors	Private.NonProfit	Midwest	No	Town.Remote	Town	20369	1450	61000	1683	45.45	54.55	70311.1	21.86046512	39.82	65814	11331	0.8378	0	26581	0.2438	17000	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Gwynedd Mercy University	Gwynedd Valley	PA	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	18197	1031	56500	1943	24.4	75.6	72929.99	35.59322034	86.42	46538	6791	0.536	806	11479	0.92	25000	3.High	1.Low	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	3.High	3.High	1.Low	2.Medium	2.Medium	3.High	3.High	2.Medium
Hamilton College	Clinton	NY	Bachelors	Private.NonProfit	Northeast	No	Suburb.MedCity	Suburb	32497	1446	74300	1989	47.36	52.64	78373.41	19.81776765	38.96	67670	12392	0.9254	0	32474	0.2128	16250	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Hamline University	Saint Paul	MN	Graduate	Private.NonProfit	Midwest	Yes	LargeCity	City	17402	1170	55500	2077	37.94	62.06	70958.04	26.22061483	69.53	49502	7673	0.6345	1420	7793	0.6715	24000	3.High	2.Medium	3.High	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	2.Medium
Hampden-Sydney College	Hampden-Sydney	VA	Bachelors	Private.NonProfit	Southeast	No	Rural.Distant	Rural	17893	1164	59000	1072	99.81	0.19	68823.49	13.7755102	60.58	60360	8087	0.6559	0	14689	0.5903	27000	3.High	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	1.Low	3.High
Hanover College	Hanover	IN	Bachelors	Private.NonProfit	Midwest	Yes	Town.Distant	Town	12231	1178	51600	1099	45.04	54.96	64885.98	18.72427984	60.06	50450	7804	0.7151	0	12291	0.7934	27000	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	3.High	3.High
Hardin-Simmons University	Abilene	TX	Graduate	Private.NonProfit	Southwest	Yes	MidCity	City	12188	1085	48300	1719	46.42	53.58	59593.97	29.24050633	68.94	38708	7327	0.4784	582	10538	0.842	26000	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	3.High	3.High
Harding University	Searcy	AR	Graduate	Private.NonProfit	Southeast	Yes	Town.Distant	Town	14806	1222	47000	3953	46.17	53.83	61757.88	21.4138641	58.26	29827	7473	0.6719	1147	9879	0.7462	26000	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High
Hartwick College	Oneonta	NY	Bachelors	Private.NonProfit	Northeast	No	Town.Remote	Town	22425	1140	49500	1165	41.37	58.63	69362	25.44	81.48	57251	7864	0.5843	0	13948	0.8334	27000	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	1.Low	3.High	3.High	3.High
Harvard University	Cambridge	MA	Graduate	Private.NonProfit	Northeast	No	MidCity	City	33767	1520	139100	7582	51.13	48.87	76879.55	45.33333333	2.5	71135	20484	0.9771	21616	45799	0.0473	13875	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	3.High	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Harvey Mudd College	Claremont	CA	Bachelors	Private.NonProfit	West	No	Suburb.LgCity	Suburb	31809	1531	104200	886	51.02	48.98	82806.61	13.7254902	36	74428	13671	0.9192	0	33007	0.1448	22960	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	2.Medium
Hastings College	Hastings	NE	Graduate	Private.NonProfit	Midwest	Yes	Town.Distant	Town	8567	1096	47500	962	49.9	50.1	58174.49	21.1786372	75.16	42551	6570	0.5297	32	7416	0.642	25231	1.Low	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	1.Low	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium
